log_lambda,lambda,avg_train_error_no_noise,avg_test_error_no_noise,avg_train_error_with_noise,avg_test_error_with_noise,error_ratio_no_noise,error_ratio_with_noise,sparsity_ratio_no_noise,sparsity_ratio_with_noise
0.0,1.0,0.9393126475995246,3.1183289052950096,0.9572985585258958,4.380219970362415,3.319798698829516,4.575604894994654,0.22000000000000003,0.2584000000000001
0.08126770916449574,1.0846612314544049,1.0445051366447957,3.2382750559888143,1.0646723691334095,4.328645531129295,3.100295960622023,4.0657066498800924,0.2097,0.24270000000000005
0.16253541832899143,1.176489987020186,1.1627508293728905,3.379445248657672,1.1850291599005904,4.334820831204678,2.906422565598441,3.65798663685906,0.2016,0.22820000000000001
0.24380312749348718,1.2760930781150917,1.2963121918637204,3.544942075426275,1.319353899797435,4.39317378791465,2.734636068129297,3.3297917932323915,0.1907,0.2145
0.32507083665798286,1.3841286895587572,1.4458309593034366,3.737673757188759,1.4701978797352337,4.497283289369488,2.5851388318517343,3.058964613783417,0.1816,0.2031
0.40633854582247864,1.5013107289081733,1.6146877611102106,3.9589472436489808,1.6406129998182677,4.647818503436526,2.451834552165632,2.832976761705149,0.1725,0.19
0.4876062549869744,1.6284135440132494,1.8058793106683617,4.2215117985859765,1.8317050841527418,4.845390255546559,2.337648908012342,2.645289516018242,0.16609999999999997,0.17919999999999997
0.5688739641514702,1.766277039966443,2.0227156835022235,4.524403720986429,2.047157830053583,5.087224452237437,2.2367966777973796,2.4850181932988926,0.1578,0.1696
0.6501416733159658,1.915812229259643,2.2680439390076734,4.871586618055141,2.29330418881721,5.384470501112787,2.147924268251427,2.3479094170624926,0.1498,0.16149999999999998
0.7314093824804615,2.0780072518241726,2.5454537318169512,5.262880607327103,2.573959056242326,5.738916970595263,2.0675608994748633,2.2296069382600825,0.1427,0.1539
0.8126770916449573,2.2539339047347906,2.8634095108075592,5.720408022588033,2.891020325353108,6.151365672248604,1.9977610610697183,2.1277490228289135,0.1367,0.14429999999999998
0.8939448008094532,2.4447547247264736,3.2254044978840817,6.247126406147071,3.2506776725053106,6.6282579276386,1.9368505284361353,2.039038808338747,0.1299,0.1375
0.9752125099739487,2.651730670325791,3.6362453996471515,6.842540186689145,3.661995928424956,7.1822133019972485,1.8817597369399548,1.9612838032527131,0.12399999999999997,0.13099999999999998
1.0564802191384446,2.876229454360987,4.102465576386379,7.515180384394017,4.12863370672162,7.8197888150762465,1.8318692124197415,1.8940379240583256,0.1189,0.1222
1.1377479283029404,3.119734581912619,4.627572685257003,8.252240471205914,4.653766257725889,8.52842111719659,1.7832762513913072,1.832584759287866,0.11259999999999999,0.11699999999999999
1.219015637467436,3.383855153428234,5.223255294905544,9.075874143608194,5.250178879765595,9.326170605766801,1.7375896124511216,1.7763529242232576,0.10749999999999997,0.11159999999999999
1.3002833466319317,3.670336497780802,5.894848663018864,9.98779305431722,5.931115071739358,10.236072282304141,1.6943256095742214,1.725825946469508,0.10259999999999998,0.10639999999999998
1.3815510557964275,3.9810717055349722,6.6660673761123475,11.017411921939388,6.704245018926099,11.2525225290081,1.652760360841829,1.6784175544363613,0.0988,0.10169999999999998
1.462818764960923,4.318114138633851,7.538471003050043,12.156677906574082,7.582149783253213,12.38496918343651,1.6126185139739246,1.6334376842292595,0.0948,0.0969
