log_lambda,lambda,avg_train_error_no_noise,avg_test_error_no_noise,avg_train_error_with_noise,avg_test_error_with_noise,error_ratio_no_noise,error_ratio_with_noise,sparsity_ratio_no_noise,sparsity_ratio_with_noise
1.5440864741254188,4.683690999171269,8.544139887976764,13.464793418868572,8.589637368465713,13.6759276585471,1.5759097574954393,1.592142609972591,0.09109999999999999,0.093
1.6253541832899145,5.0802180469130205,9.697167068637006,14.950412445778705,9.736946052002818,15.126660092925508,1.5417299031726464,1.5535322895020114,0.08779999999999999,0.08889999999999999
1.7066218924544105,5.510315562821569,10.998339600621296,16.602085558512726,11.04451799336292,16.75862793750681,1.5095083586594176,1.5173706944547258,0.0837,0.08539999999999999
1.787889601618906,5.976825664072415,12.486390776518132,18.47589565053516,12.534457626757307,18.619507387192293,1.4796826385796666,1.4854657410501138,0.0806,0.0817
1.8691573107834019,6.482831084981076,14.171315279983384,20.564902268218745,14.22196234239841,20.707831776673746,1.451163978919172,1.456046027835393,0.0778,0.07780000000000001
1.9504250199478976,7.031675547946469,16.062993358228514,22.836739708030375,16.107596091180667,22.976254942730705,1.4216988825642456,1.4264235837966417,0.0739,0.07419999999999997
2.031692729112393,7.626985859023444,18.178738090022883,25.308681682245375,18.229246922495122,25.44331440609306,1.3922133404923003,1.3957413882356098,0.0703,0.071
2.1129604382768887,8.2726958741337,20.540488952056506,27.980099767074428,20.584944945830358,28.097736638337345,1.362192488814784,1.364965352702037,0.0667,0.0673
2.1942281474413847,8.973072494285633,23.11153653419966,30.778875491512583,23.156273290638453,30.88529166275684,1.3317537518964633,1.333776436091858,0.06189999999999999,0.0628
2.2754958566058807,9.732743861581504,25.881332259711666,33.67458120188466,25.95995372619613,33.82394295371192,1.3011146746222337,1.3029277058988074,0.056799999999999996,0.0573
2.356763565770376,10.556729942333291,28.93708356764406,36.79947522706083,28.998450222323367,36.925715776763994,1.271706429607443,1.2733685936201555,0.05179999999999999,0.05189999999999999
2.438031274934872,11.450475699382817,32.23325893426723,40.10980608403039,32.309231325342864,40.24247270498545,1.2443608685620549,1.245541012714217,0.048299999999999996,0.0481
2.5192989840993674,12.419887072831301,35.81703989224941,43.649289947363826,35.88689683629083,43.779256777176535,1.2186738512919173,1.2199231651844722,0.043,0.04359999999999999
2.6005666932638634,13.471370006941845,39.57451611365899,47.27697678055571,39.649604995783605,47.3756611112435,1.1946318344051274,1.1948583375870074,0.0387,0.0392
2.6818344024283594,14.61187278110748,43.47517370423926,50.90737379138313,43.54112076160233,50.975099681052065,1.1709527404698823,1.1707346707989554,0.0346,0.0341
2.763102111592855,15.848931924611133,47.68190204246465,54.752113530095336,47.69014405650797,54.777670082073016,1.1482787217954116,1.1486161588685295,0.031799999999999995,0.03130000000000001
