log_lambda,lambda,avg_train_error_no_noise,avg_test_error_no_noise,avg_train_error_with_noise,avg_test_error_with_noise,error_ratio_no_noise,error_ratio_with_noise,sparsity_ratio_no_noise,sparsity_ratio_with_noise
0.0,1.0,0.9056834241655011,1.0782812868778482,0.9062935786097628,1.0799648770229342,1.1905719571619402,1.1916280800307335,0.789,0.795
0.08126770916449574,1.0846612314544049,0.907182678316846,1.0754467177621188,0.9077642269827851,1.0770790072618595,1.1854797754267794,1.1865184540724198,0.771,0.779
0.16253541832899143,1.176489987020186,0.9089063542921387,1.072519643360186,0.9094539373558863,1.0741082078913782,1.1800111620910279,1.1810473997332969,0.7550000000000001,0.7630000000000001
0.24380312749348718,1.2760930781150917,0.9108665380356001,1.0695396555010808,0.9113832694359335,1.0710955139737806,1.1742001828365323,1.1752415804568093,0.7340000000000001,0.739
0.32507083665798286,1.3841286895587572,0.9130947915850826,1.0665408328427564,0.9135703159638122,1.0681043590311867,1.1680505054588033,1.1691539669875786,0.712,0.7160000000000001
0.40633854582247864,1.5013107289081733,0.9156009673122224,1.0635827153937913,0.9160267251102546,1.0651643202518042,1.161622533575925,1.1628092183921808,0.69,0.6890000000000001
0.4876062549869744,1.6284135440132494,0.9184182389098344,1.0606418974630567,0.9187638306464038,1.0622782092282468,1.1548571800164185,1.1562037748926972,0.6639999999999999,0.659
0.5688739641514702,1.766277039966443,0.9215431991767126,1.0577704809297024,0.9218003446114098,1.0594401142417018,1.147825171814726,1.1493162488329454,0.624,0.6260000000000001
0.6501416733159658,1.915812229259643,0.9249694072631272,1.0549580654685131,0.9252040404208183,1.0566826478007494,1.1405329270186424,1.142107688289093,0.595,0.602
0.7314093824804615,2.0780072518241726,0.928797876209732,1.0522930702169373,0.9289967451047326,1.054014568401488,1.132962399215606,1.134572940061982,0.565,0.567
0.8126770916449573,2.2539339047347906,0.9330137879556883,1.0497477379765208,0.9331454823142226,1.051431796728029,1.1251149249108165,1.126760849894974,0.533,0.539
0.8939448008094532,2.4447547247264736,0.9376921352961027,1.0474238480973406,0.9377473691728406,1.0490441695505957,1.1170231770863546,1.1186852707205424,0.5120000000000001,0.509
