log_lambda,lambda,avg_train_error_no_noise,avg_pred_error_no_noise,avg_train_error_with_noise,avg_pred_error_with_noise
-4.605170185988091,0.01,1.7119524131549335,231.90029730140228,136.32428469955028,133810854.88014507
-4.4641955884578435,0.011513953993264475,2.1934913982454733,222.12952471969507,135.13269931747197,129274733.95492977
-4.323220990927596,0.013257113655901088,2.8100242021268365,211.55371767186548,133.82413021144654,124170631.20598434
-4.182246393397349,0.015264179671752334,3.5825441783007905,200.22966067657669,132.39408873920448,118444191.55962247
-4.0412717958671,0.017575106248547922,4.5444286159140015,188.50013390396333,130.88323604018794,112051661.07080692
-3.900297198336853,0.020235896477251575,5.747796165813094,176.12597566562414,129.30337690885963,104948160.74947229
-3.7593226008066054,0.023299518105153717,7.2123290859249805,163.18679018955513,127.7336080203205,97129768.80397315
-3.6183480032763575,0.02682695795279726,8.994234448771753,150.22281852410507,126.20821247268786,88598893.69912726
-3.4773734057461096,0.030888435964774818,11.155293025514904,136.93444118325363,124.70565114827528,79339585.92321922
-3.336398808215862,0.03556480306223129,13.786063597506113,123.74110374085832,123.32148763417476,69393027.705074
-3.1954242106856143,0.040949150623804255,16.94130139280267,110.71521037644632,122.107351891253,58900442.04320197
-3.0544496131553664,0.04714866363457394,20.643088074138188,98.00712727952306,121.32353870160262,47986935.89543084
-2.913475015625119,0.054286754393238594,24.979179276165574,85.9798320497844,121.08893597492441,36951205.99191319
-2.7725004180948716,0.06250551925273973,29.94192545935317,74.92389413923891,121.51691814713254,26166690.898820747
-2.6315258205646237,0.07196856730011521,35.566612891794875,64.89754722121708,123.93914435528124,16208171.64042019
-2.4905512230343763,0.08286427728546843,41.83687330254399,55.637605795672904,128.35830499051372,7917280.09954172
-2.3495766255041284,0.09540954763499938,48.78902052781408,47.43233967092271,128.2928932175376,2344975.224359708
-2.2086020279738805,0.10985411419875583,56.378122461033335,40.32485038610475,100.02957583087431,209890.6240312922
-2.067627430443633,0.12648552168552957,64.5734058214253,34.255124306986495,65.711295696232,2033.4647610137142
-1.9266528329133852,0.14563484775012436,73.10291455250612,29.126482874419494,60.80130132125627,357.22459521357916
-1.7856782353831375,0.16768329368110083,81.78383070684689,25.021445328488685,64.33872992074691,158.12223159308124
-1.64470363785289,0.19306977288832497,89.97397228715998,22.066559940332194,71.59025679867437,81.806781630781
-1.5037290403226422,0.22229964825261944,97.31266718225805,20.099310261798966,80.0146821583152,49.36505365743094
-1.3627544427923943,0.2559547922699536,103.15529116722324,19.248873831841635,88.69081491250837,33.37592873437025
-1.2217798452621471,0.29470517025518095,106.87987007824456,19.116545691828755,96.87131478149846,25.101454943562953
-1.0808052477318992,0.3393221771895328,108.5661311134899,19.19001480700483,103.03067789242351,21.349015337137413
-0.9398306502016512,0.3906939937054617,109.29473189918858,19.289720664894343,106.73597488103975,19.83024335701341
-0.7988560526714035,0.44984326689694465,109.4898609946965,19.270160572566407,108.71349499530396,19.37189505588048
-0.6578814551411561,0.517947467923121,109.4898609946965,19.270160572566407,109.38845756170355,19.278555752374487
-0.5169068576109083,0.5963623316594643,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
-0.37593226008066033,0.6866488450043002,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
-0.23495766255041314,0.7906043210907697,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
-0.09398306502016521,0.9102981779915218,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
0.04699153251008206,1.0481131341546852,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
0.1879661300403304,1.2067926406393288,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
0.32894072757057785,1.3894954943731375,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
0.4699153251008252,1.5998587196060574,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
0.6108899226310736,1.8420699693267164,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
0.7518645201613209,2.1209508879201904,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
0.8928391176915682,2.44205309454865,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
1.0338137152218165,2.8117686979742307,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
1.174788312752064,3.2374575428176433,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
1.3157629102823112,3.727593720314938,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
1.4567375078125597,4.291934260128778,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
1.597712105342807,4.941713361323833,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
1.7386867028730542,5.689866029018293,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
1.8796613004033027,6.551285568595509,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
2.02063589793355,7.543120063354615,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
2.161610495463797,8.68511373751352,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
2.302585092994046,10.0,109.4898609946965,19.270160572566407,109.4898609946965,19.270160572566407
