log_lambda,lambda,avg_train_error_no_noise,avg_pred_error_no_noise,avg_train_error_with_noise,avg_pred_error_with_noise
-4.605170185988091,0.01,1.7509383155474396,233.92980140030835,307163.05550719856,351162524874.2188
-4.4641955884578435,0.011513953993264475,2.2482737427393245,224.03252778334388,307094.2170916424,350920093904.24646
-4.323220990927596,0.013257113655901088,2.873624754729866,213.4276136046843,307015.05343825463,350641106399.73267
-4.182246393397349,0.015264179671752334,3.6495478417291873,202.3008294859385,306923.9279594382,350320074662.82056
-4.0412717958671,0.017575106248547922,4.614827599590234,190.3540421114739,306819.0858055185,349950732278.5756
-3.900297198336853,0.020235896477251575,5.810496155480426,177.97780365664468,306699.1641594123,349525833262.7223
-3.7593226008066054,0.023299518105153717,7.2959189395765165,165.0888168810096,306560.2331498002,349036791298.30994
-3.6183480032763575,0.02682695795279726,9.088178951833022,151.78114995477023,306400.11302241404,348474285313.4534
-3.4773734057461096,0.030888435964774818,11.249251433944549,138.42036640775538,306216.92848767247,347827514604.21875
-3.336398808215862,0.03556480306223129,13.892730447602652,125.22052058134204,306005.8026310142,347083974538.20496
-3.1954242106856143,0.040949150623804255,17.06832946421765,112.17363963935689,305762.92574252636,346229297890.8689
-3.0544496131553664,0.04714866363457394,20.81875078704544,99.77020801914315,305485.86374097446,345247016947.1713
-2.913475015625119,0.054286754393238594,25.16527455123456,88.25343797536574,305165.6382957408,344118406707.0397
-2.7725004180948716,0.06250551925273973,30.174025875313063,77.50690242129734,304800.8986783177,342821806851.50037
-2.6315258205646237,0.07196856730011521,35.83574379861968,67.47584613061451,304378.262329321,341332325877.8412
-2.4905512230343763,0.08286427728546843,42.199519513041366,58.35483849211514,303898.21163472714,339621658167.1912
-2.3495766255041284,0.09540954763499938,49.376074888387755,50.093715415410934,303346.4254079891,337658289474.94495
-2.2086020279738805,0.10985411419875583,57.24887983593843,42.72303503765188,302714.86692854797,335407449365.48615
-2.067627430443633,0.12648552168552957,65.71634187633609,36.3530281057069,301992.67770118435,332829417483.3152
-1.9266528329133852,0.14563484775012436,74.53318250789307,31.131413949242827,301166.84648936795,329878495702.34503
-1.7856782353831375,0.16768329368110083,83.44354238636305,27.13411940628839,300217.20089496486,326504197521.325
-1.64470363785289,0.19306977288832497,92.03653022222636,24.30467903837717,299128.7250339195,322644712514.7418
-1.5037290403226422,0.22229964825261944,99.6927701244208,22.458651282754996,297885.0340793315,318233006468.1987
-1.3627544427923943,0.2559547922699536,105.6394203208439,21.557720080248256,296464.96057882835,313197588562.71954
-1.2217798452621471,0.29470517025518095,109.21670220669925,21.366286504484194,294855.6113550412,307462277231.5019
-1.0808052477318992,0.3393221771895328,110.90825506965604,21.409359235704187,293039.62564559863,300939825739.98474
-0.9398306502016512,0.3906939937054617,111.7506593746619,21.483842593379954,291020.40242379275,293525134938.56213
-0.7988560526714035,0.44984326689694465,112.10109507958894,21.60389261195123,288763.5202008602,285139253260.9353
-0.6578814551411561,0.517947467923121,112.19894638789629,21.67504455724074,286230.351925834,275672566107.26154
-0.5169068576109083,0.5963623316594643,112.19894638789629,21.67504455724074,283407.3753875578,265018435615.6747
-0.37593226008066033,0.6866488450043002,112.19894638789629,21.67504455724074,280242.26390330604,253085181667.2375
-0.23495766255041314,0.7906043210907697,112.19894638789629,21.67504455724074,276879.0553463958,239778562478.79092
-0.09398306502016521,0.9102981779915218,112.19894638789629,21.67504455724074,273361.36166478833,224995931970.5194
0.04699153251008206,1.0481131341546852,112.19894638789629,21.67504455724074,269677.10369501024,208629348966.55997
0.1879661300403304,1.2067926406393288,112.19894638789629,21.67504455724074,265779.0048078086,190600697967.22043
0.32894072757057785,1.3894954943731375,112.19894638789629,21.67504455724074,261905.62579113047,171104346193.05948
0.4699153251008252,1.5998587196060574,112.19894638789629,21.67504455724074,258254.5391051811,150169121889.42087
0.6108899226310736,1.8420699693267164,112.19894638789629,21.67504455724074,255526.66284793444,128048529806.95049
0.7518645201613209,2.1209508879201904,112.19894638789629,21.67504455724074,253707.31196695313,105084945732.55334
0.8928391176915682,2.44205309454865,112.19894638789629,21.67504455724074,253458.5341751579,81777955473.44252
1.0338137152218165,2.8117686979742307,112.19894638789629,21.67504455724074,255745.10091725565,58896735853.414925
1.174788312752064,3.2374575428176433,112.19894638789629,21.67504455724074,260659.7919366301,37719787471.73969
1.3157629102823112,3.727593720314938,112.19894638789629,21.67504455724074,268180.0027486698,19656624777.903805
1.4567375078125597,4.291934260128778,112.19894638789629,21.67504455724074,270214.86059754813,6868362342.644034
1.597712105342807,4.941713361323833,112.19894638789629,21.67504455724074,193301.3314861766,1112114130.5877166
1.7386867028730542,5.689866029018293,112.19894638789629,21.67504455724074,81595.10445107188,93529821.19588935
1.8796613004033027,6.551285568595509,112.19894638789629,21.67504455724074,35603.451651940326,291379.34736591694
2.02063589793355,7.543120063354615,112.19894638789629,21.67504455724074,16322.110893672554,65456.5044626454
2.161610495463797,8.68511373751352,112.19894638789629,21.67504455724074,7192.882831402364,21786.44878376192
2.302585092994046,10.0,112.19894638789629,21.67504455724074,2808.929714870758,7246.769112984284
