log_lambda,lambda,avg_train_error_no_noise,avg_test_error_no_noise,avg_train_error_with_noise,avg_test_error_with_noise,error_ratio_no_noise,error_ratio_with_noise,sparsity_ratio_no_noise,sparsity_ratio_with_noise
-4.605170185988091,0.01,0.890619818021053,1.058712188243947,0.5822804380775416,1.5603413939054749,1.188736391018553,2.679707735085694,0.02044000000000001,0.08116
-4.4641955884578435,0.011513953993264475,0.9764109841444957,1.0492370587276003,0.7101485508154097,1.2522440124007763,1.0745854724759296,1.763355020527634,0.011320000000000005,0.05384000000000001
-4.323220990927596,0.013257113655901088,1.0347639781306408,1.043630544455458,0.8367184070680017,1.1281747375570363,1.0085686847553732,1.3483326385878678,0.004120000000000002,0.03128000000000002
-4.182246393397349,0.015264179671752334,1.0643334397070314,1.041246962802795,0.9426874748889758,1.0735398082993155,0.9783089809612754,1.1388077564367245,0.0012400000000000004,0.016400000000000012
-4.0412717958671,0.017575106248547922,1.0740680765610708,1.0409655320949578,1.0197363657632987,1.0504114586580118,0.9691802175406794,1.0300813954710264,0.00016,0.007080000000000004
-3.900297198336853,0.020235896477251575,1.0754564325998563,1.0410440838385346,1.0613229082890716,1.0424197612594357,0.968002098719953,0.9821890709396737,4e-05,0.002360000000000001
-3.7593226008066054,0.023299518105153717,1.0756667387542687,1.0410886939210267,1.0747872478704006,1.0411586686682328,0.9678543143638643,0.9687114084496258,0.0,0.0002
-3.6183480032763575,0.02682695795279726,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-3.4773734057461096,0.030888435964774818,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-3.336398808215862,0.03556480306223129,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-3.1954242106856143,0.040949150623804255,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-3.0544496131553664,0.04714866363457394,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-2.913475015625119,0.054286754393238594,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-2.7725004180948716,0.06250551925273973,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-2.6315258205646237,0.07196856730011521,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-2.4905512230343763,0.08286427728546843,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-2.3495766255041284,0.09540954763499938,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-2.2086020279738805,0.10985411419875583,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-2.067627430443633,0.12648552168552957,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-1.9266528329133852,0.14563484775012436,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-1.7856782353831375,0.16768329368110083,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-1.64470363785289,0.19306977288832497,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-1.5037290403226422,0.22229964825261944,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-1.3627544427923943,0.2559547922699536,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-1.2217798452621471,0.29470517025518095,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-1.0808052477318992,0.3393221771895328,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
-0.9398306502016512,0.3906939937054617,1.0756667387542687,1.0410886939210267,1.0756667387542687,1.0410886939210267,0.9678543143638643,0.9678543143638643,0.0,0.0
