log_lambda,lambda,avg_train_error_no_noise,avg_test_error_no_noise,avg_train_error_with_noise,avg_test_error_with_noise,error_ratio_no_noise,error_ratio_with_noise,sparsity_ratio_no_noise,sparsity_ratio_with_noise
-1.2687713777722291,0.28117686979742307,1.1462931302479162,1.1385487481204575,1.1462931302479162,1.1385487481204575,0.9932439775454435,0.9932439775454435,0.0,0.0
-1.1277967802419817,0.32374575428176433,1.1462931302479162,1.1385487481204575,1.1462931302479162,1.1385487481204575,0.9932439775454435,0.9932439775454435,0.0,0.0
-0.9868221827117345,0.3727593720314938,1.1462931302479162,1.1385487481204575,1.1462931302479162,1.1385487481204575,0.9932439775454435,0.9932439775454435,0.0,0.0
-0.8458475851814861,0.42919342601287785,1.1462931302479162,1.1385487481204575,1.1462931302479162,1.1385487481204575,0.9932439775454435,0.9932439775454435,0.0,0.0
-0.7048729876512387,0.49417133613238334,1.1462931302479162,1.1385487481204575,1.1462931302479162,1.1385487481204575,0.9932439775454435,0.9932439775454435,0.0,0.0
-0.5638983901209913,0.5689866029018293,1.1462931302479162,1.1385487481204575,1.1462931302479162,1.1385487481204575,0.9932439775454435,0.9932439775454435,0.0,0.0
-0.422923792590743,0.655128556859551,1.1462931302479162,1.1385487481204575,1.1462931302479162,1.1385487481204575,0.9932439775454435,0.9932439775454435,0.0,0.0
-0.28194919506049576,0.7543120063354615,1.1462931302479162,1.1385487481204575,1.1462931302479162,1.1385487481204575,0.9932439775454435,0.9932439775454435,0.0,0.0
-0.1409745975302484,0.868511373751352,1.1462931302479162,1.1385487481204575,1.1462931302479162,1.1385487481204575,0.9932439775454435,0.9932439775454435,0.0,0.0
0.0,1.0,1.1462931302479162,1.1385487481204575,1.1462931302479162,1.1385487481204575,0.9932439775454435,0.9932439775454435,0.0,0.0
