log_lambda,lambda,avg_train_error_no_noise,avg_pred_error_no_noise,avg_train_error_with_noise,avg_pred_error_with_noise
-4.605170185988091,0.01,1.7049502762113542,226.42652173424713,12.934134231475063,7620147.034494812
-4.4641955884578435,0.011513953993264475,2.197096408787139,216.73019939002154,12.728559012331505,6627471.076625144
-4.323220990927596,0.013257113655901088,2.8171081865074883,206.14486532216168,12.563189101427332,5584546.340318315
-4.182246393397349,0.015264179671752334,3.598259837927332,194.88543322603434,12.449268360958385,4510888.705356564
-4.0412717958671,0.017575106248547922,4.573585973274504,183.09065033889456,12.365679257800773,3433850.3700836855
-3.900297198336853,0.020235896477251575,5.784507056616333,171.0292402227155,12.368010850341886,2388144.8394407816
-3.7593226008066054,0.023299518105153717,7.290553379500582,158.5159740510818,12.565938191146357,1440783.6751765637
-3.6183480032763575,0.02682695795279726,9.140183413819996,145.7098122680772,12.860171025894699,668900.2318359314
-3.4773734057461096,0.030888435964774818,11.368906425539395,133.0945310506344,13.126344117266328,179004.91806576497
-3.336398808215862,0.03556480306223129,13.997097782777796,120.60936168172717,12.552059544275348,15256.06371062288
-3.1954242106856143,0.040949150623804255,17.116515521183263,107.99565457134581,14.031132260370473,741.3391435517561
-3.0544496131553664,0.04714866363457394,20.777518410832645,95.85495719426395,17.29591739412188,335.745481897082
-2.913475015625119,0.054286754393238594,25.013964696225344,84.27160392145775,21.313815566073462,210.9333905343775
-2.7725004180948716,0.06250551925273973,29.924440994333505,73.48576003272576,26.234492779679222,149.02901288952503
-2.6315258205646237,0.07196856730011521,35.561740672505195,63.585537281221484,31.917245742644596,111.25677068650782
-2.4905512230343763,0.08286427728546843,41.93709731508786,54.60284880709708,38.27065917197498,85.39846725087206
-2.3495766255041284,0.09540954763499938,48.85600150351645,46.64533879060459,45.31108387503646,67.03449421867406
-2.2086020279738805,0.10985411419875583,56.411541268715055,39.58064929760915,52.75495585628245,53.364791027991316
-2.067627430443633,0.12648552168552957,64.4818848972682,33.647899960031005,60.7446868721314,42.836554419101134
-1.9266528329133852,0.14563484775012436,72.91477683754538,28.729724041607398,69.19152795279624,34.62857349732203
-1.7856782353831375,0.16768329368110083,81.47346976178221,24.851527539352173,77.85918654446496,28.413696790841517
-1.64470363785289,0.19306977288832497,89.60410366879671,22.028062375118886,86.44196074845144,23.917784484464438
-1.5037290403226422,0.22229964825261944,96.91458659721188,20.26640370367577,94.46773146006711,21.12528831288523
-1.3627544427923943,0.2559547922699536,102.56918741814822,19.536489705139847,101.07944798569761,19.66533636287131
-1.2217798452621471,0.29470517025518095,106.01527832603391,19.54299028677289,105.39392287964276,19.322393926715264
-1.0808052477318992,0.3393221771895328,107.86607079842297,19.75488226414833,107.84004386609577,19.629586061184963
-0.9398306502016512,0.3906939937054617,108.55451713488675,19.832304345109023,108.61451891138117,19.79461772342354
-0.7988560526714035,0.44984326689694465,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
-0.6578814551411561,0.517947467923121,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
-0.5169068576109083,0.5963623316594643,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
-0.37593226008066033,0.6866488450043002,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
-0.23495766255041314,0.7906043210907697,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
-0.09398306502016521,0.9102981779915218,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
0.04699153251008206,1.0481131341546852,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
0.1879661300403304,1.2067926406393288,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
0.32894072757057785,1.3894954943731375,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
0.4699153251008252,1.5998587196060574,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
0.6108899226310736,1.8420699693267164,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
0.7518645201613209,2.1209508879201904,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
0.8928391176915682,2.44205309454865,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
1.0338137152218165,2.8117686979742307,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
1.174788312752064,3.2374575428176433,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
1.3157629102823112,3.727593720314938,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
1.4567375078125597,4.291934260128778,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
1.597712105342807,4.941713361323833,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
1.7386867028730542,5.689866029018293,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
1.8796613004033027,6.551285568595509,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
2.02063589793355,7.543120063354615,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
2.161610495463797,8.68511373751352,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
2.302585092994046,10.0,108.72080591293714,19.826654709026748,108.72080591293714,19.826654709026748
